page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
1011,"The USDA and the FDA enforce laws regarding the safety of domestic and imported food. In addition, the Federal Food, Drug, and Cosmetic Act of 1938 gives the FDA authority over food ingredients. The FDA enforces the safety of domestic and imported foods. It also monitors supplements, food labels, claims that corporations make about the benefits of products, and pharmaceutical drugs. Sometimes, the FDA must recall contaminated foods and remove them from the market to protect public health. For example, in 2011 contaminated peanut butter led to the recall of thousands of jars of a few popular brands.2 Recalls are almost always voluntary and often are requested by companies after a problem has been discovered. In rare cases, the FDA will request a recall. But no matter what triggers the removal of a product, the FDA’s role is to oversee the strategy and assess the adequacy and effectiveness of the recall. Many consumers have concerns about safety practices during the production and distribution of food. This is especially critical given recent outbreaks of foodborne illnesses.",1090,175,272.5
1011,"For example, during fall 2011 in the United States, there was an eruption of the bacteria Listeria monocytogenes in cantaloupe. It was one of the deadliest outbreaks in over a decade and resulted in a number of deaths and hospitalizations.3 In January 2011, the Food Safety Modernization n+in+the+United+States. Published February 4, 2010. Accessed January 28, 2018.  2. FDA 101: Product Recalls—From First Alert to Effectiveness Checks. (2011). US Food and Drug Administration.http:/ /www.fda.gov/ForConsumers/ ConsumerUpdates/ucm049070.htm. Updated September 9, 2011.",569,77,142.25
1011,"Accessed January 18, 2018. 3. Centers for Disease Control and Prevention. (2011). “Multistate Outbreak of Listeriosis Associated with 1012 | Protecting the Public Health",169,23,42.25
1012,"Act was passed to grant more authority to the FDA to improve food safety. The FDA and other agencies also address consumer-related concerns about protecting the nation’s food supply in the event of a terrorist attack. The USDA headed by the Secretary of Agriculture, develops and executes federal policy on farming and food. This agency supports farmers and ranchers, protects natural resources, promotes trade, and seeks to end hunger in the United States and abroad. The USDA also assures food safety, and in particular oversees the regulation of meat, poultry, and processed egg products. The CDC tracks outbreaks, identifies the causes of food infection and intoxication, and recommends ways to prevent foodborne illness. Other government agencies that play a role in protecting the public include the Food Safety and Inspection Service, a division of the USDA, which enforces laws regulating meat and poultry safety. The Agricultural Research Service, which is the research arm of the USDA, investigates a number of agricultural practices, including those related to animal and crop safety. The National Institute of Food and Agriculture conducts research and education programs on food safety for farmers and consumers. The Environmental Protection Agency (EPA) works to protect human health and the environment.",1318,202,329.5
1012,"Founded in 1970, the agency conducts environmental assessment, education, research, and regulation. The EPA also works to prevent pollution and protect natural resources. Two of its many regulatory practices in the area of agriculture include overseeing water quality and the use of pesticides. The EPA approves pesticides and other chemicals used in agriculture, and sets limits on how much residue can remain Jensen Farms Cantaloupe—United States.” August–September, 2011.http:/ /www.cdc.gov/mmwr/ preview/mmwrhtml/mm6039a5.htm?s_cid= mm6039a5_w. Protecting the Public Health | 1013",584,77,146.0
1013,"on food. The FDA analyzes food for surface residue and waxes. Processing methods can either reduce or concentrate pesticide residue in foods. Therefore, the Food Quality Protection Act, which was passed in 1996, requires manufacturers to show that pesticide levels are safe for children. Efforts within the Food Industry The Hazard Analysis Critical Control Points (HACCP) is a program within the food industry designed to promote food safety and prevent contamination by identifying all areas in food production and retail where contamination could occur. Companies and retailers determine the points during processing, packaging, shipping, or shelving where potential contamination may occur.. Those companies or retailers must then establish critical control points to prevent, control, or eliminate the potential for food contamination. The USDA requires the food industry to follow HACCP for meat and poultry, while the FDA requires it for seafood, low-acid canned-food, and juice. HACCP is voluntary for all other food products but its main goal is to prevent contamination at all costs. Everyday Connection The Seven Steps to HACCP: 1. Conduct a hazard analysis: The manufacturer must first determine any food safety hazards (ex.",1236,186,309.0
1014,"measures to control the hazards. 2. Identify the critical control points: Critical control point (CCP) is a point or procedure in food manufacturing where control can be applied to prevent or eliminate food hazards that may cause the food to be unsafe. 3. Establish critical limits: A critical limit is the maximum or minimum value that a food hazard must be controlled at a CCP to prevent, eliminate or reduce it to an acceptable level. 4. Establish monitoring requirements: The manufacture must establish procedures to monitor the control points to ensure the process is under control and not above the CCP. 5. Establish corrective actions: Corrective actions are needed when monitoring indicates a deviation from the established critical limit to ensure that no produce injurious to health has occurred as a result of the deviation. 6.",838,136,209.5
1014,"Establish verification procedures: Verification ensures that the HACCP plan is adequate with CCP records, critical limits and microbial sampling and analysis. 7. Record keeping procedure: The manufacturer must maintain certain documents including its hazard analysis, HACCP plan, and records monitoring the CCP, critical limits, and the verification of handling processed deviations. For more information on the HACCP visit https:/ /www.fsis.usda.gov/Oa/background/keyhaccp.htm.   Protecting the Public Health | 1015",516,67,129.0
1015,"Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=529   1016 | Protecting the Public Health",746,107,186.5
1016,"Image by Morten Just / CC BY-NC 3.0 The Food System UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM The food system is a network of farmers and related operations, including food processing, wholesale and distribution, retail, industry technology, and marketing. The milk industry, for example, includes everything from the farm that raises livestock, to the milking facility that extracts the product, to the processing company that pasteurizes milk and packages it into cartons, to the shipping company that delivers the product to stores, to the markets and groceries that stock and sell the product, to the advertising agency that touts the product to consumers. All of these components play a part in a very large system. Two important aspects of a food system are preservation and processing. Each provides for or protects consumers in different ways. Food preservation includes the handling or treating of food to prevent or slow down spoilage. Food processing involves The Food System | 1017",1051,167,262.75
1017,"transforming raw ingredients into packaged food, from fresh-baked goods to frozen dinners. Although there are numerous benefits to both, preservation and processing also pose some concerns, in terms of both nutrition and sustainability. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=532   1018 | The Food System",970,139,242.5
1018,"Food Preservation UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Food preservation protects consumers from harmful or toxic food. There are different ways to preserve food. Some are ancient methods that have been practiced for generations, such as curing, smoking, pickling, salting, fermenting, canning, and preserving fruit in the form of jam. Others include the use of modern techniques and technology, including drying, vacuum packing, pasteurization, and freezing and refrigeration. Preservation guards against foodborne illnesses, and also protects the flavor, color, moisture content, or nutritive value of food. Food Irradiation: What You Need to Know Irradiation does not make foods radioactive, compromise nutritional quality, or noticeably change the taste, texture, or appearance of food. In fact, any changes made by irradiation are so minimal that it is not easy to tell if a food has been irradiated. Food irradiation (the application of ionizing radiation to food) is a technology that improves the safety and extends the shelf life of foods by reducing or eliminating microorganisms and insects. Like pasteurizing milk and canning fruits and vegetables, irradiation can make food safer for the consumer. The Food and Drug Administration (FDA) is responsible for regulating the sources of radiation that are used to irradiate food.",1400,210,350.0
1018,The FDA approves a source of radiation for use on foods only after it has determined that irradiating the food is safe. Food Preservation | 1019,144,26,36.0
1019,"Why Irradiate Food? Irradiation can serve many purposes. • Prevention of Foodborne Illness – to effectively eliminate organisms that cause foodborne illness, such as Salmonella and E. coli. • Preservation – to destroy or inactivate organisms that cause spoilage and decomposition and extend the shelf life of foods. • Control of Insects – to destroy insects in or on tropical fruits imported into the United States. Irradiation also decreases the need for other pest-control practices that may harm the fruit. • Delay of Sprouting and Ripening – to inhibit sprouting (e.g., potatoes) and delay ripening of fruit to increase longevity. • Sterilization – irradiation can be used to sterilize foods, which can then be stored for years without refrigeration. Sterilized foods are useful in hospitals for patients with severely impaired immune systems, such as patients with AIDS or undergoing chemotherapy. Foods that are sterilized by irradiation are exposed to substantially higher levels of treatment than those approved for general use.",1036,160,259.0
1019,"How Is Food Irradiated? There are three sources of radiation approved for use on foods. • Gamma rays are emitted from radioactive forms of the element cobalt (Cobalt 60) or of the element cesium (Cesium 137). Gamma radiation is used routinely to sterilize medical, dental, and household products and is also used for the radiation treatment of cancer. • X-rays are produced by reflecting a high-energy stream of 1020 | Food Preservation",436,72,109.0
1020,"electrons off a target substance (usually one of the heavy metals) into food. X-rays are also widely used in medicine and industry to produce images of internal structures. • Electron beam (or e-beam) is similar to X-rays and is a stream of high-energy electrons propelled from an electron accelerator into food. Is Irradiated Food Safe to Eat? The FDA has evaluated the safety of irradiated food for more than 30 years and has found the process to be safe. The World Health Organization (WHO), the Centers for Disease Control and Prevention (CDC) and the U. S. Department of Agriculture (USDA) have also endorsed the safety of irradiated food. The FDA has approved a variety of foods for irradiation in the United States including: • Beef and Pork • Crustaceans (e.g., lobster, shrimp, and crab) • Fresh Fruits and Vegetables • Lettuce and Spinach • Poultry • Seeds for Sprouting (e.g., for alfalfa sprouts) • Shell Eggs • Shellfish – Molluscan (e.g., oysters, clams, mussels, and scallops) • Spices and Seasonings   Food Preservation | 1021",1042,175,260.5
1021,"Image by USDA / CC BY 4.0 How Will I Know if My Food Has Been Irradiated? The FDA requires that irradiated foods bear the international symbol for irradiation. Look for the Radura symbol along with the statement “Treated with radiation” or “Treated by irradiation” on the food label. Bulk foods, such as fruits and vegetables, are required to be individually labeled or to have a label next to the sale container. The FDA does not require that individual ingredients in multi-ingredient foods (e.g., spices) be labeled. It is important to remember that irradiation is not a replacement for proper food handling practices by producers, processors, and consumers. Irradiated foods need to be stored, handled, and cooked in the same way as non-irradiated foods, because they could still become contaminated with disease-causing organisms after irradiation if the rules of basic food safety are not followed.1 1. Food Irradiation. (2018). U. S. Food and Drug Administration.",970,154,242.5
1022,"Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=535   resourcesforyou/consumers/ucm261680.htm. Updated January 4, 2018. Accessed January 18, 2018. Food Preservation | 1023",828,114,207.0
1023,An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=535 1024 | Food Preservation,192,27,48.0
1024,"Image by Dean Hochman / CC BY 2.0 Food Processing UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Food processing includes the methods and techniques used to transform raw ingredients into packaged food. Workers in this industry use harvested crops or slaughtered and butchered livestock to create products that are marketed to the public. There are different ways in which food can be processed, from a one-off product, such as a wedding cake, to a mass-produced product, such as a line of cupcakes packaged and sold in stores. The Pros and Cons of Food Processing Food processing has a number of important benefits, such as Food Processing | 1025",700,116,175.0
1025,"creating products that have a much longer shelf life than raw foods. Also, food processing protects the health of the consumer and allows for easier shipment and the marketing of foods by corporations. However, there are certain drawbacks. Food processing can reduce the nutritional content of raw ingredients. For example, canning involves the use of heat, which destroys the vitamin C in canned fruit. Also, certain food additives that are included during processing, such as high fructose corn syrup, can affect the health of a consumer. However, the level of added sugar can make a major difference. Small amounts of added sugar and other sweeteners, about 6 to 9 teaspoons a day or less, are not considered harmful.1 Food Additives If you examine the label for a processed food product, it is not unusual to see a long list of added materials. These natural or synthetic substances are food additives and there are more than three hundred used during food processing today. The most popular additives are benzoates, nitrites, sulfites, and sorbates, which prevent molds and yeast from growing on food.2 Food additives 1.",1125,184,281.25
1025,"Sugar and Carbohydrates. American Heart Association. http:/ /www.heart.org/HEARTORG/GettingHealthy/ NutritionCenter/HealthyDietGoals/Sugars-and- Carbohydrates_UCM_303296_Article.jsp#. Updated April 20, 2017. Accessed January 4, 2018. 2. The Dangers of Food Additives. How Stuff Works. http:/ /health.howstuffworks.com/wellness/food- 1026 | Food Processing",355,32,88.75
1026,"are introduced in the processing stage for a variety of reasons. Some control acidity and alkalinity, while others enhance the color or flavor of food. Some additives stabilize food and keep it from breaking down, while others add body or texture. Table 17.1 “Food Additives” lists some common food additives and their uses: Table 17.1 Food Additives Additive Reason for Adding Beta-carotene Adds artificial coloring to food Caffeine Acts as a stimulant Citric acid Increases tartness to prevent food from becoming rancid Dextrin Thickens gravies, sauces, and baking mixes Gelatin Stabilizes, thickens, or texturizes food Modified food starch Keeps ingredients from separating and prevents lumps MSG Enhances flavor in a variety of foods Pectin Gives candies and jams a gel-like texture Polysorbates Blends oil and water and keep them from separating Soy lecithin Emulsifies and stabilizes chocolate, margarine, and other items Sulfites Prevent discoloration in dried fruits Xanthan gum Thickens, emulsifies, and stabilizes dairy products and dressings Source: Chemical Cuisine: Learn about Food Additives. Center for Science in the Public Interest.http:/ /www.cspinet.org/reports/ chemcuisine.htm. Published 2012. Accessed January 20, 2018. nutrition/facts/dangers-of-food -additives.htm. Accessed October 5, 2011. Food Processing | 1027",1338,189,334.5
1027,"The Pros and Cons of Food Additives The FDA works to protect the public from potentially dangerous additives. Passed in 1958, the Food Additives Amendment states that a manufacturer is responsible for demonstrating the safety of an additive before it can be approved. The Delaney Clause that was added to this legislation prohibits the approval of any additive found to cause cancer in animals or humans. However, most additives are considered to be “generally recognized as safe,” a status that is determined by the FDA and referred to as GRAS. Food additives are typically included in the processing stage to improve the quality and consistency of a product. Many additives also make items more “shelf stable,” meaning they will last a lot longer on store shelves and can generate more profit for store owners. Additives can also help to prevent spoilage that results from changes in temperature, damage during distribution, and other adverse conditions. In addition, food additives can protect consumers from exposure to rancid products and foodborne illnesses. Food additives aren’t always beneficial, however. Some substances have been associated with certain diseases if consumed in large amounts.",1203,188,300.75
1027,"For example, the FDA estimates that sulfites can cause allergic reactions in 1 percent of the general population and in 5 percent of asthmatics. Similarly, the additive monosodium glutamate, which is commonly known as MSG, may cause headaches, nausea, weakness, difficulty breathing, rapid heartbeat, and chest pain in some individuals.3 3. The Issues: Additives. Sustainable Table. http:/ /www.sustainabletable.org/issues/ additives/#fn14. Accessed October 10, 2011. 1028 | Food Processing",490,66,122.5
1028,"Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=538   Food Processing | 1029",733,105,183.25
1029,"The Effect of New Technologies UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM As mentioned earlier, new technology has had a tremendous effect on the food we eat and the customs and culture related to food consumption. For example, microwaves are used to reduce cooking time or to heat up leftover food. Refrigerators and freezers allow produce to travel great distances and last longer. On the extreme end of making food last longer, there is special food for astronauts that is appropriate for consumption in space. It is safe to store, easy to prepare in the low-gravity environment of a spacecraft, and contains balanced nutrition to promote the health of people working in space. In the military, soldiers consume Meals Ready-to- Eat (MREs), which contain an entire meal in a single pouch. Consumer Info About Food From Genetically Engineered Plants FDA regulates the safety of food for humans and animals, including foods produced from genetically engineered (GE) plants. Foods from GE plants must meet the same food safety requirements as foods derived from traditionally bred plants. Read more at Consumer Info About Food From Genetically Engineered Plants.1 1. Foods from Genetically Engineered Plants.",1264,199,316.0
1030,"Genetically Modified Foods Genetically modified foods (also known as GM or GMO foods), are plants or animals that have undergone some form of genetic engineering. In the United States, much of the soybean, corn, and canola crop is genetically modified. The process involves the alteration of an organism’s DNA, which allows farmers to cultivate plants with desirable characteristics.2 For example, scientists could extract a gene that produces a chemical with antifreeze properties from a fish that lives in an arctic region (such as a flounder). They could then splice that gene into a completely different species, such as a tomato, to make it resistant to frost, which would enable farms to grow that crop year-round.3 Certain modifications can be beneficial in resisting pests or pesticides, improving the ripening process, increasing the nutritional content of food, or providing resistance to common viruses. Although genetic engineering has improved productivity for farmers, it has also stirred up debate about consumer safety and environmental protection. Possible side effects related to the ingredientspackaginglabeling/geplants/default.htm. Updated January 4, 2018. Accessed January 20, 2018. 2. What Are Genetically Modified Foods?.",1245,181,311.25
1030,"Genomics. Energy.gov.http:/ /www.ornl.gov/sci/ techresources/Human_Genome/elsi/gmfood.shtml.  Last modified November 5, 2008. Accessed October 11, 2011. 3. Whitman DB. Genetically Modified Foods: Harmful or Helpful?. CSA Discovery Guides.2000; 1-13. https:/ /biomed.brown.edu/arise/resources/docs/ GM%20foods%20review.pdf.",322,28,80.5
1031,"consumption of GM foods include an increase in allergenicity, or tendencies to provoke allergic reactions. There is also some concern related to the possible transfer of the genes used to create genetically engineered foods from plants to people. This could influence human health if antibiotic-resistant genes are transferred to the consumer. Therefore, the World Health Organization (WHO) and other groups have encouraged the use of genetic engineering without antibiotic-resistance genes. Genetically modified plants may adversely affect the environment as well and could lead to the contamination of non-genetically engineered organisms.4 Genetically modified foods fall under the purview of the EPA, the USDA, and the FDA. Each agency has different responsibilities and concerns in the regulation of GM crops. The EPA ensures that pesticides used for GM plants are safe for the environment. The USDA makes sure genetically engineered seeds are safe for cultivation prior to planting. The FDA determines if foods made from GM plants are safe to eat. Although these agencies act independently, they work closely together and many products are reviewed by all three.5 4.",1172,177,293.0
1031,"Food Safety: 20 Questions on Genetically Modified Foods. World Health Organization.http:/ /www.who.int/ foodsafety/publications/biotech/20questions/en/. Updated May 2014. Accessed January 18, 2018. 5. Whitman DB. Genetically Modified Foods: Harmful or Helpful?. CSA Discovery Guides.2000; 1-13. https:/ /biomed.brown.edu/arise/resources/docs/ GM%20foods%20review.pdf.",367,35,91.75
1032,"Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=540   The Effect of New Technologies | 1033",748,108,187.0
1033,"Efforts on the Consumer Level: What You Can Do UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Consumers can also take steps to prevent foodborne illness and protect their health. Although you can often detect when mold is present, you can’t see, smell, or taste bacteria or other agents of foodborne disease. Therefore, it is crucial to take measures to protect yourself from disease. The four most important steps for handling, preparing, and serving food are1: • Clean. Wash hands thoroughly. Clean surfaces often and wash utensils after each use. Wash fruits and vegetables (even if you plan to peel them). • Separate. Don’t cross-contaminate food during preparation and storage. Use separate cutting boards for produce and for meat, poultry, seafood, and eggs.",817,130,204.25
1033,Store food products separately in the refrigerator. • Cook. Heat food to proper temperatures. Use a food thermometer to check the temperature of food while it is cooking. Keep food hot after it has been cooked. • Chill. Refrigerate any leftovers within two hours. Never thaw or marinate food on the counter. Know when to keep food and when to throw it out. It can be helpful 1.,377,68,94.25
1033,"US Department of Health and Human Services. “Keep Food Safe.”Food Safety.gov. Accessed December 21, 2011. http:/ /www.foodsafety.gov/keep/index.html. 1034 | Efforts on the Consumer Level: What You Can Do",203,28,50.75
1034,"to check the website http:/ /www.stilltasty.com, which explains how long refrigerated food remains fresh. Buying Food It is best to buy your food from reputable grocers with clean, sanitary facilities, that keep products at appropriate temperatures. Consumers should examine food carefully before they purchase it. It is important to look at food in glass jars, check the stems on fresh produce, and avoid bruised fruit. Do not buy canned goods with dents or bulges, which are at risk for contamination with Clostridium botulinum. Fresh meat and poultry are usually free from mold, but cured and cooked meats should be examined carefully. Also, avoid torn, crushed, or open food packages, and do not buy food with frost or ice crystals, which indicates that the product has been stored for a long time, or thawed and refrozen. It is also a good idea to keep meat, poultry, seafood, and eggs separate from other items in your shopping cart as you move through the grocery store. Storing Food Refrigerate perishable foods quickly; they should not be left out for more than two hours. The refrigerator should be kept at 40°F (or 4°C) or colder, and checked periodically with a thermometer.",1186,197,296.5
1034,"Store eggs in a carton on a shelf in the refrigerator, and not on the refrigerator door where the temperature is warmest. Wrap meat packages tightly and store them at the bottom of the refrigerator, so juices won’t leak out onto other foods. Raw meat, poultry, and seafood should be kept in a refrigerator for only two days. Otherwise, they should be stored in the freezer, which should be Efforts on the Consumer Level: What You Can Do | 1035",443,80,110.75
1035,"kept at 0°F (or −18°C). Store potatoes and onions in a cool, dark place, but not under a sink because leakage from pipes could contaminate them. Empty cans of perishable foods or beverages that have been opened into containers, and promptly place them in a refrigerator. Also, be sure to consume leftovers within three to five days, so mold does not have a chance to grow. Preparing Food Wash hands thoroughly with warm, soapy water for at least twenty seconds before preparing food and every time after handling raw foods. Washing hands is important for many reasons. One is to prevent cross-contamination between foods. Also, some pathogens can be passed from person to person, so hand washing can help to prevent this. Fresh fruits and vegetables should also be rinsed thoroughly under running water to clean off pesticide residue2. This is particularly important for produce that contains a high level of residue, such as apples, pears, spinach, and potatoes.",963,159,240.75
1035,"Washing also removes most dirt and bacteria from the surface of produce. Other tips to keep foods safe during preparation include defrosting meat, poultry, and seafood in the refrigerator, microwave, or in a water-tight plastic bag submerged in cold water. Never defrost at room temperature because that is an ideal temperature for bacteria to grow. Also, marinate foods in the 2. California Department of Pesticide Regulation. “Pesticides and Food: How We Test for Safety.”Pesticide Info: What You Should Know about Pesticides, no. #E09/REV. Accessed December 21, 2011. http:/ /www.cdpr.ca.gov/docs/dept/factshts/residu2.",622,88,155.5
1036,"refrigerator and discard leftover marinade after use because it contains raw juices. Always use clean cutting boards, which should be washed with soap and warm water by hand or in a dishwasher after each use. Another way to sanitize cutting boards is to rinse them with a solution of 5 milliliters (1 teaspoon) chlorine bleach to about 1 liter (1 quart) of water. If possible, use separate cutting boards for fresh produce and for raw meat. Also, wash the top before opening canned foods to prevent dirt from coming into contact with food. Cooking Food Cooked food is safe to eat only after it has been heated to an internal temperature that is high enough to kill bacteria. You cannot judge the state of “cooked” by color and texture alone. Instead, use a food thermometer to be sure. The appropriate minimum cooking temperature varies depending on the type of food. Seafood should be cooked to an internal temperature of 145°F, beef, lamb, and pork to 160°F, ground chicken and turkey to 165°F, poultry breasts to 165°F, and whole poultry and thighs to 180°F.",1061,183,265.25
1036,"When microwaving, rotate the dish and stir contents several times to ensure even cooking. Serving Food After food has been cooked, the possibility of bacterial growth increases as the temperature drops. So, food should be kept above the safe temperature of 140°F, using a heat source such as a chafing dish, warming tray, or slow cooker. Cold foods should be kept at 40°F or lower. When serving food, keep it covered to block exposure Efforts on the Consumer Level: What You Can Do | 1037",488,85,122.0
1037,"to any mold spores hanging in the air. Use plastic wrap to cover foods that you want to remain moist, such as fresh fruits, vegetables, and salads. After a meal, do not keep leftovers at room temperature for more than two hours. They should be refrigerated as promptly as possible. It is also helpful to date leftovers, so they can be used within a safe time, which is generally three to five days when stored in a refrigerator. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: 1038 | Efforts on the Consumer Level: What You Can Do",1133,186,283.25
1038,http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=542 An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=542 Efforts on the Consumer Level: What You Can Do | 1039,279,37,69.75
1042,"“Earth in Hand” Image from flickr.co m Introduction UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Mai ka piko o ke poʻo a ka poli o ka wāwae, a laʻa ma na kihi ʻhā o ke kino From the crown of the head to the soles of the feet, and the four corners of the body   Introduction | 1043",335,66,83.75
1043,"Learning Objectives By the end of this chapter, you will be able to: • Describe the different types of diets • Describe the relationship between nutrition and health • Describe overnutrition, undernutrition, and malnutrition • Describe different careers in nutrition There are a multitude of diets across the globe, in all regions and cultures. Each is influenced by the traditions of the past, along with the produce and livestock available. Traditional diets around the globe, such as for Native Hawaiians, were comprised of foods low in fats like fresh fish, and high in complex carbohydrates such as kalo (taro) and ‘ulu (breadfruit). However, with modernization and the influence from other ethnic groups that have migrated to the Hawaiian Island chain, the diet has transitioned to be high in animal fat, processed meats, and simple carbohydrates. These changes have played a role in the shift in health issues that many Native Hawaiians are facing today. To learn more about the nutrition transition in the Pacific, visit http:/ /manoa.hawaii.edu/ctahr/ pacificfoodguide/index.php/regional-information/. Good nutrition equates to receiving enough (but not too much) of the macronutrients (proteins, carbohydrates, fats, and water) and micronutrients (vitamins and minerals) so that the body can stay healthy, grow properly, and work effectively. The phrase “you are what you eat” means that  your body will respond to the food it receives, either good or bad. Processed, sugary, high-fat, and excessively salted foods leave the body unable to perform 1044 | Introduction",1577,241,394.25
1044,"effectively. By contrast, eating a variety of foods from all food groups fuels the body by providing what it needs to produce energy, promote metabolic activity, prevent micronutrient deficiencies, ward off chronic disease, and  bolstering a sense of overall health and well-being. Introduction | 1045",301,45,75.25
1045,"Comparing Diets UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Diet Trends and Health In the past, health was regarded merely as the absence of illness. However, a growing understanding of the complexity and potential of the human condition has prompted a new way of thinking about health. Today, we focus on the idea of wellness, which involves a great deal more than just not being sick. Wellness is a state of optimal well-being that enables an individual to maximize their potential. This concept includes a host of dimensions—physical, mental, emotional, social, environmental, and spiritual—which affect one’s quality of life.1 Striving for wellness begins with an examination of dietary choices. Dietary Food Trends Hundreds of years ago, when food was less accessible and daily life required much more physical activity, people worried less about 1. Understanding Wellness. University of Illinois at Urbana- Champaign, McKinley Health Center.  2011 The Board of Trustees of the University of Illinois at Urbana- Champaign.https:/ /mckinley.illinois.edu/health- education/wellness.",1141,166,285.25
1046,"obesity and more about simply getting enough to eat. In today’s industrialized nations, conveniences have solved some problems and introduced new ones, including the hand-in-hand obesity and diabetes epidemics. Fad diets gained popularity as more North Americans struggled with excess pounds. However, new evidence- based approaches that emphasize more holistic measures are on the rise. These new dietary trends encourage those seeking to lose weight to eat healthy, whole foods first, while adopting a more active lifestyle. These sound practices put dietary choices in the context of wellness and a healthier approach to life. Everyday Connections In the past, people’s culture and location determined the foods they ate and the manner in which they prepared their meals. For example, in Hawai‘i, taro was a staple complex carbohydrate that could be eaten in various ways such as poi and pa‘ia‘i. Today, most people have access to a wide variety of food and can prepare them any way they choose. However, customs and traditions still strongly influence diet and cuisine in most areas of the world.",1100,174,275.0
1046,"To learn more about the food and culture in the pacific, visit http:/ /manoa.hawaii.edu/ctahr/pacificfoodguide/ index.php/regional-information/ Functional Foods Many people seek out foods that provide the greatest health benefits. This trend is giving rise to the idea of functional foods, Comparing Diets | 1047",312,43,78.0
